bull_id,name,power_rating,avg_bull_score,avg_adjusted,attempts,rides,avg_ride_score,buckoff_pct,pre_ride_prob,hand_advantage_pct,hand_advantage_dir,lh_wins,lh_losses,lh_pct,lh_total,rh_wins,rh_losses,rh_pct,rh_total,top_riders_wins,top_riders_losses,top_riders_pct,contractor,active,round_wins,rider_round_wins
48990,143H Jambalaya (48990),40.52,20.659,,12,4,76.75,66.67,15.7,,,2,2,50.0,4,1,2,33.33,3,0,1,0.0,Jambalaya,True,0,0
48994,G9107-2 Hard Rock (48994),76.22,21.57,21.317,43,14,86.93,67.44,41.1,15,RIGHT,14,5,73.68,19,13,9,59.09,22,13,8,61.9,Hard Rock,True,7,6
48995,927G Oscar Time (48995),67.14,20.9,,10,2,83.25,80.0,19.3,36,LEFT,1,1,50.0,2,6,1,85.71,7,3,1,75.0,Oscar Time,True,0,0
490,B25 Josey Wales (490),0.0,18.75,,5,4,76.5,20.0,,,,,,,,,,,,,,,Josey Wales,True,0,0
49001,961 Big Chew (49001),78.31,21.381,21.153,26,4,86.63,84.62,30.8,13,RIGHT,11,1,91.67,12,11,3,78.57,14,12,3,80.0,Big Chew,True,5,1
49002,925 Hunting Trip (49002),84.82,21.528,21.317,72,14,87.32,80.56,33.3,3,RIGHT,26,6,81.25,32,28,8,77.78,36,37,12,75.51,Hunting Trip,True,8,1
49006,937 Sauced Up (49006),69.5,19.835,,28,8,71.5,71.43,5.9,6,RIGHT,6,2,75.0,8,11,5,68.75,16,8,3,72.73,Sauced Up,True,1,0
49009,18 Droopy (49009),0.0,20.6,,3,1,84.5,66.67,30.2,,,,,,,,,,,,,,Droopy,True,0,0
49020,966G Pagewire (49020),71.65,20.23,,16,2,87.88,87.5,37.6,22,LEFT,7,2,77.78,9,3,0,100.0,3,7,2,77.78,Pagewire,True,1,1
49023,K25 Riser (49023),72.1,21.428,21.19,66,21,87.88,68.18,25.8,25,LEFT,17,15,53.13,32,22,6,78.57,28,11,18,37.93,Riser,True,8,8
49025,817 Just Chillin It (49025),77.84,21.065,20.861,31,6,84.08,80.65,21.2,22,RIGHT,10,1,90.91,11,11,5,68.75,16,8,0,100.0,Just Chillin It,True,3,0
49026,1E Disco Inferno (49026),66.07,20.652,,28,6,82.42,78.57,28.4,2,LEFT,9,3,75.0,12,10,3,76.92,13,6,5,54.55,Disco Inferno,True,1,1
49054,9544 Whoopsie Hustle (49054),44.99,20.086,,7,5,83.36,28.57,48.1,,,0,5,0.0,5,,,,,1,4,20.0,Whoopsie Hustle,True,0,0
49069,968G Shewbuddy (49069),71.27,21.072,20.926,18,2,86.75,88.89,17.7,15,RIGHT,9,1,90.0,10,3,1,75.0,4,6,2,75.0,Shewbuddy,True,1,0
49072,96 Bangarang (49072),74.33,21.339,21.189,35,16,86.49,54.29,43.7,28,LEFT,6,9,40.0,15,13,6,68.42,19,15,15,50.0,Bangarang,True,1,3
49073,949 Whambam (49073),68.38,21.856,21.707,26,3,88.27,88.46,15.8,21,RIGHT,9,0,100.0,9,11,3,78.57,14,4,2,66.67,Whambam,True,7,0
49076,979 Stoked on Gravy (49076),46.89,20.533,,6,4,82.26,33.33,73.3,,,1,2,33.33,3,0,2,0.0,2,1,3,25.0,Stoked on Gravy,True,0,0
49079,289 Sonny B (49079),68.92,21.344,21.281,49,14,86.27,71.43,21.6,22,LEFT,8,7,53.33,15,21,7,75.0,28,8,10,44.44,Sonny B,True,7,3
49081,B926 Jail Bird (49081),42.06,20.11,,17,7,80.96,58.82,32.6,17,LEFT,1,2,33.33,3,5,5,50.0,10,0,5,0.0,Jail Bird,True,0,0
49088,61G Savage Love (49088),48.28,20.992,,22,12,85.73,45.45,24.1,8,RIGHT,4,4,50.0,8,5,7,41.67,12,1,7,12.5,Savage Love,True,1,3
49091,911 Blade (49091),65.06,21.009,20.844,29,2,83.5,93.1,14.3,18,RIGHT,10,0,100.0,10,9,2,81.82,11,2,1,66.67,Blade,True,2,0
49093,222 Deuces (49093),0.0,19.083,,4,2,78.0,50.0,23.9,,,,,,,,,,,,,,Deuces,True,0,0
49095,904 Buck Cherry (49095),55.33,20.857,,21,11,83.61,47.62,45.8,29,RIGHT,5,3,62.5,8,4,8,33.33,12,3,6,33.33,Buck Cherry,True,0,1
491,B42 Double Trouble (491),0.0,18.5,,4,4,74.75,0.0,,,,,,,,,,,,,,,Double Trouble,True,0,0
49102,950 Chosen (49102),68.82,21.632,21.358,19,2,88.0,89.47,29.9,25,LEFT,3,1,75.0,4,11,0,100.0,11,3,1,75.0,Chosen,True,8,0
49103,923 Starburst (49103),83.0,21.639,21.341,55,3,82.83,94.55,9.5,17,LEFT,15,3,83.33,18,31,0,100.0,31,15,3,83.33,Starburst,True,10,0
49105,98 Relatively Famous (49105),69.99,20.503,,37,3,76.33,91.89,9.2,1,RIGHT,9,1,90.0,10,16,2,88.89,18,4,1,80.0,Relatively Famous,True,4,0
49110,74F Gritty (49110),65.8,20.976,,66,12,83.29,81.82,9.7,6,RIGHT,18,4,81.82,22,25,8,75.76,33,6,8,42.86,Gritty,True,0,1
49111,M937 Cowboy Dreams (49111),56.63,20.778,,36,13,83.85,63.89,64.1,18,LEFT,7,7,50.0,14,13,6,68.42,19,3,7,30.0,Cowboy Dreams,True,0,3
49113,703 Johnny's After Party (49113),69.54,20.638,,27,4,83.81,85.19,13.8,23,LEFT,7,3,70.0,10,14,1,93.33,15,4,1,80.0,Johnny's After Party,True,0,1
49114,920 Snuggles (49114),76.06,21.222,20.996,57,23,86.64,59.65,21.6,3,LEFT,10,8,55.56,18,20,14,58.82,34,22,18,55.0,Snuggles,True,4,6
49122,117 Faith Train (49122),76.34,21.379,21.215,6,0,0.0,100.0,28.8,,,5,0,100.0,5,,,,,3,0,100.0,Faith Train,True,0,0
49128,1929 El Dorado (49128),64.12,21.107,20.881,19,6,85.97,68.42,38.4,11,LEFT,7,4,63.64,11,6,2,75.0,8,5,4,55.56,El Dorado,True,2,1
49133,501 Star of the Show (49133),65.42,20.454,,19,4,79.17,78.95,4.8,5,RIGHT,5,2,71.43,7,2,1,66.67,3,4,2,66.67,Star of the Show,True,4,0
49135,1718 Preacher (49135),78.31,21.094,21.012,57,12,84.63,78.95,12.0,8,LEFT,13,5,72.22,18,28,7,80.0,35,14,7,66.67,Preacher,True,1,2
49148,717 My Buddy Taco (49148),82.05,20.388,,31,3,75.02,90.32,23.0,20,RIGHT,13,0,100.0,13,12,3,80.0,15,13,0,100.0,My Buddy Taco,True,2,0
49155,898 Simon (49155),80.9,21.313,21.211,26,7,86.61,73.08,27.0,3,LEFT,13,5,72.22,18,6,2,75.0,8,16,5,76.19,Simon,True,1,1
49156,922 Sly (49156),64.83,20.878,,20,9,83.91,55.0,48.0,30,LEFT,4,6,40.0,10,7,3,70.0,10,7,9,43.75,Sly,True,0,1
49159,-951 Spin Ditty (49159),52.52,19.914,,37,13,81.89,64.86,11.9,20,RIGHT,11,4,73.33,15,9,8,52.94,17,2,5,28.57,Spin Ditty,True,0,1
49160,903 Pearl Snap (49160),61.39,21.195,20.992,25,9,86.25,64.0,22.7,33,LEFT,7,7,50.0,14,5,1,83.33,6,4,4,50.0,Pearl Snap,True,2,2
49163,L900 Live Wire (49163),56.18,20.275,,7,2,78.0,71.43,24.2,,,1,0,100.0,1,1,2,33.33,3,1,1,50.0,Live Wire,True,1,0
49164,54H Hades (49164),56.77,21.031,20.818,12,6,87.0,50.0,27.8,22,LEFT,4,5,44.44,9,2,1,66.67,3,3,4,42.86,Hades,True,0,2
49165,906 In My Blood (49165),54.13,21.039,20.875,16,10,86.78,37.5,39.7,40,LEFT,2,8,20.0,10,3,2,60.0,5,3,8,27.27,In My Blood,True,0,3
49170,946 Blacktooth (49170),78.14,21.397,21.254,23,2,83.5,91.3,36.4,12,LEFT,4,1,80.0,5,12,1,92.31,13,9,1,90.0,Blacktooth,True,5,0
49172,94 Bulletin (49172),66.44,20.871,,33,7,83.96,78.79,31.0,4,RIGHT,7,2,77.78,9,14,5,73.68,19,6,5,54.55,Bulletin,True,0,2
49175,971 Night Linger (49175),53.64,20.809,,34,13,83.96,61.76,16.1,31,LEFT,3,6,33.33,9,11,6,64.71,17,2,5,28.57,Night Linger,True,0,0
49179,1810 Wild Willie (49179),38.48,19.8,,10,4,73.31,60.0,32.8,43,RIGHT,1,0,100.0,1,4,3,57.14,7,0,1,0.0,Wild Willie,True,0,0
49182,780 Don Juan (49182),65.21,21.031,20.915,40,10,84.75,75.0,8.1,30,RIGHT,10,2,83.33,12,8,7,53.33,15,6,7,46.15,Don Juan,True,3,4
49208,314 Horn Dog (49208),72.59,21.3,21.184,26,5,86.38,80.77,27.7,8,LEFT,9,3,75.0,12,10,2,83.33,12,8,3,72.73,Horn Dog,True,4,2
49209,K95 Diabolical (49209),79.15,21.338,21.231,45,4,85.5,91.11,19.9,14,LEFT,12,3,80.0,15,17,1,94.44,18,10,1,90.91,Diabolical,True,4,3
49211,913 Swing Your Sword (49211),55.15,20.682,,33,13,83.54,60.61,34.6,5,RIGHT,7,5,58.33,12,8,7,53.33,15,2,3,40.0,Swing Your Sword,True,0,2
49213,F48 Devil's Eye (49213),60.8,20.439,,41,7,82.43,82.93,12.5,25,LEFT,13,6,68.42,19,15,1,93.75,16,3,3,50.0,Devil's Eye,True,1,1
49218,97 Deep End (49218),71.08,20.175,,10,2,77.75,80.0,18.2,17,RIGHT,5,1,83.33,6,2,1,66.67,3,1,0,100.0,Deep End,True,0,0
49221,811 Reid's Dream (49221),71.05,20.208,,24,5,82.0,79.17,17.0,1,RIGHT,5,2,71.43,7,7,3,70.0,10,1,0,100.0,Reid's Dream,True,0,2
49223,95 Hot Rocks (49223),74.48,21.295,21.246,56,12,84.75,78.57,7.5,19,RIGHT,21,4,84.0,25,15,8,65.22,23,10,4,71.43,Hot Rocks,True,6,3
49233,4071 Preston's Pistol (49233),72.11,20.726,,30,5,84.15,83.33,32.9,20,LEFT,6,3,66.67,9,13,2,86.67,15,8,3,72.73,Preston's Pistol,True,1,0
49244,130 Clown (49244),54.85,20.779,,25,8,84.4,68.0,56.4,12,RIGHT,6,3,66.67,9,6,5,54.55,11,2,4,33.33,Clown,True,0,0
49251,8518 Gold Standard (49251),65.23,20.744,,46,18,83.43,60.87,16.1,26,RIGHT,12,5,70.59,17,9,11,45.0,20,7,10,41.18,Gold Standard,True,0,5
49254,9414 Gunner (49254),56.19,20.056,,8,2,85.0,75.0,35.1,,,2,1,66.67,3,3,1,75.0,4,1,1,50.0,Gunner,True,0,0
49264,803 Guess Who (49264),62.96,21.839,21.675,34,13,87.44,61.76,22.4,8,LEFT,3,3,50.0,6,14,10,58.33,24,5,7,41.67,Guess Who,True,7,7
49265,-940 Thumb Wars (49265),56.01,19.985,,24,10,82.09,58.33,27.3,10,RIGHT,5,4,55.56,9,5,6,45.45,11,2,2,50.0,Thumb Wars,True,0,2
49268,-901 Nitty Gritty (49268),68.31,20.242,,66,23,83.46,65.15,37.3,5,LEFT,21,14,60.0,35,15,8,65.22,23,9,10,47.37,Nitty Gritty,True,1,2
49269,-909 Time Bomb (49269),79.83,20.941,,79,20,84.8,74.68,25.0,7,LEFT,21,10,67.74,31,29,10,74.36,39,22,13,62.86,Time Bomb,True,4,4
49270,-905 Sun of a Buck (49270),61.83,19.622,,39,9,78.94,76.92,34.9,8,LEFT,7,3,70.0,10,18,5,78.26,23,4,3,57.14,Sun of a Buck,True,1,2
49274,87 Bruce (49274),66.28,20.603,,47,7,80.43,85.11,17.8,3,LEFT,13,3,81.25,16,22,4,84.62,26,4,2,66.67,Bruce,True,5,2
49275,8018 Rocko (49275),59.84,20.763,,19,3,83.0,84.21,12.2,17,LEFT,4,2,66.67,6,5,1,83.33,6,2,2,50.0,Rocko,True,1,1
49278,981 Rock Star (49278),54.3,20.875,,20,3,82.33,85.0,17.3,25,RIGHT,3,0,100.0,3,9,3,75.0,12,1,2,33.33,Rock Star,True,1,1
49285,810 Smokin Again (49285),65.07,21.05,20.888,40,14,82.89,65.0,38.9,9,RIGHT,9,4,69.23,13,15,10,60.0,25,5,3,62.5,Smokin Again,True,1,1
49287,95 Cheddar Biscuit (49287),51.22,20.961,,38,24,84.94,36.84,19.5,10,LEFT,3,8,27.27,11,9,15,37.5,24,2,8,20.0,Cheddar Biscuit,True,1,6
49288,917 Skyline (49288),67.63,20.738,,16,2,84.5,87.5,20.0,8,LEFT,4,1,80.0,5,7,1,87.5,8,3,1,75.0,Skyline,True,0,0
49289,G38 Western Hauler Express (49289),63.3,21.123,20.782,26,7,85.76,73.08,21.0,13,RIGHT,7,2,77.78,9,9,5,64.29,14,4,3,57.14,Western Hauler Express,True,2,2
49291,247 Pegasus (49291),86.05,22.384,22.27,68,10,90.99,85.29,2.5,16,LEFT,26,8,76.47,34,25,2,92.59,27,27,10,72.97,Pegasus,True,24,5
49296,01 Sand Dancer (49296),74.84,21.275,,10,0,0.0,100.0,13.7,,,2,0,100.0,2,8,0,100.0,8,1,0,100.0,Sand Dancer,True,1,0
49299,715 Chester (49299),78.87,21.292,,12,0,0.0,100.0,19.2,,,3,0,100.0,3,9,0,100.0,9,6,0,100.0,Chester,True,2,0
49300,99 Stetson (49300),65.53,20.958,,25,1,85.0,96.0,14.3,10,RIGHT,10,0,100.0,10,9,1,90.0,10,2,1,66.67,Stetson,True,0,0
49303,926 Shockazoola (49303),79.06,21.41,21.274,57,13,85.96,77.19,20.9,12,LEFT,12,6,66.67,18,26,7,78.79,33,14,5,73.68,Shockazoola,True,4,5
49314,883 Train Smoke (49314),75.95,20.883,,53,5,82.5,90.57,8.8,18,LEFT,14,4,77.78,18,24,1,96.0,25,10,3,76.92,Train Smoke,True,5,1
49315,973 * (49315),68.33,20.953,,36,8,84.89,77.78,11.2,15,RIGHT,10,2,83.33,12,11,5,68.75,16,5,2,71.43,*,True,2,3
49318,876 Elkins 876 (49318),58.2,20.761,,23,8,84.13,65.22,30.4,23,LEFT,4,4,50.0,8,8,3,72.73,11,3,4,42.86,Elkins 876,True,0,2
49322,800 Elkins 800 (49322),77.1,21.056,20.727,36,3,84.17,91.67,25.3,10,LEFT,11,2,84.62,13,17,1,94.44,18,11,3,78.57,Elkins 800,True,3,0
49326,800 Files Valley Party (49326),35.52,19.95,,5,4,83.25,20.0,29.1,,,0,1,0.0,1,1,3,25.0,4,0,2,0.0,Files Valley Party,True,0,0
49335,014 Slim Chicken (49335),0.0,19.375,,4,1,81.0,75.0,33.0,,,,,,,,,,,,,,Slim Chicken,True,0,0
49336,8455 Wild Card (49336),75.69,21.252,21.062,71,27,86.79,61.97,39.3,7,LEFT,23,17,57.5,40,18,10,64.29,28,30,27,52.63,Wild Card,True,3,4
49342,913 Real OG (49342),57.13,19.604,,12,1,74.5,91.67,5.7,14,RIGHT,4,0,100.0,4,6,1,85.71,7,1,1,50.0,Real OG,True,0,0
49353,-90 El Cid (49353),63.83,20.777,,11,2,84.0,81.82,15.7,20,LEFT,4,1,80.0,5,3,0,100.0,3,2,1,66.67,El Cid,True,0,0
49356,708 LP's Hitman Harris (49356),55.2,20.221,,19,6,84.03,68.42,21.7,10,LEFT,2,2,50.0,4,6,4,60.0,10,2,3,40.0,LP's Hitman Harris,True,0,0
49371,823 Peach's Pride (49371),37.79,19.45,,15,5,80.4,66.67,24.1,42,RIGHT,3,1,75.0,4,2,4,33.33,6,,,,Peach's Pride,True,1,2
49372,1883 Little Tyrant (49372),41.15,20.141,,23,8,79.38,65.22,14.5,18,LEFT,4,5,44.44,9,5,3,62.5,8,0,3,0.0,Little Tyrant,True,1,0
49382,1811 Anthrax (49382),58.01,21.407,21.387,47,15,86.68,68.09,45.2,13,RIGHT,8,3,72.73,11,18,12,60.0,30,3,8,27.27,Anthrax,True,3,5
49383,38 Pickle (49383),55.58,20.265,,52,21,81.62,59.62,23.5,4,LEFT,9,9,50.0,18,14,12,53.85,26,3,6,33.33,Pickle,True,0,1
49388,808 Stone Cold Gangster (49388),89.99,21.313,21.165,46,4,85.83,91.3,16.4,3,LEFT,16,2,88.89,18,23,2,92.0,25,27,3,90.0,Stone Cold Gangster,True,4,0
49408,941 Hunted Down (49408),68.66,21.397,21.085,23,5,86.5,78.26,25.5,14,RIGHT,6,1,85.71,7,10,4,71.43,14,7,5,58.33,Hunted Down,True,4,2
4941,K9 Dog Face (4941),74.67,20.167,,7,0,0.0,100.0,,,,2,0,100.0,2,2,0,100.0,2,3,0,100.0,Dog Face,True,1,0
49419,922 Peaky Blinders (49419),57.48,20.947,,33,10,85.4,69.7,42.8,5,RIGHT,9,4,69.23,13,11,6,64.71,17,3,7,30.0,Peaky Blinders,True,0,0
49420,910 James Brown (49420),61.35,20.935,,31,11,84.23,64.52,17.6,8,RIGHT,8,4,66.67,12,10,7,58.82,17,4,4,50.0,James Brown,True,1,0
49427,R928 Wild Bill (49427),70.28,21.673,21.532,34,7,84.11,79.41,8.8,13,RIGHT,9,2,81.82,11,11,5,68.75,16,7,4,63.64,Wild Bill,True,11,2
49428,R915 Mr. Nightlinger (49428),75.13,21.016,20.868,33,3,82.0,90.91,5.2,15,RIGHT,15,0,100.0,15,11,2,84.62,13,7,1,87.5,Mr. Nightlinger,True,4,1
49431,06G Summertime Blues (49431),81.34,21.234,20.991,60,10,85.6,83.33,20.1,1,LEFT,22,5,81.48,27,23,5,82.14,28,16,6,72.73,Summertime Blues,True,2,4
49432,3F Mr Priefert (49432),80.44,21.902,21.752,42,7,87.29,83.33,31.9,18,RIGHT,18,2,90.0,20,13,5,72.22,18,14,5,73.68,Mr Priefert,True,8,4
49433,R2 Hank (49433),50.61,20.535,,17,5,79.6,70.59,21.5,45,RIGHT,7,1,87.5,8,3,4,42.86,7,1,3,25.0,Hank,True,0,0
49434,702 Rocky (49434),39.89,20.375,,22,13,84.15,40.91,48.8,39,LEFT,3,11,21.43,14,3,2,60.0,5,0,4,0.0,Rocky,True,1,2
49436,801 Demon's Revenge (49436),41.61,21.053,20.86,17,3,85.0,82.35,24.1,38,RIGHT,7,0,100.0,7,5,3,62.5,8,,,,Demon's Revenge,True,1,0
49449,801 Bump Stock (49449),65.25,21.51,21.358,24,4,86.88,83.33,13.9,29,LEFT,5,3,62.5,8,11,1,91.67,12,4,3,57.14,Bump Stock,True,2,2
49455,192 Pour Me Another (49455),66.78,20.567,,41,11,83.5,73.17,15.1,3,RIGHT,10,4,71.43,14,15,7,68.18,22,7,6,53.85,Pour Me Another,True,1,1
49456,878 Wicked Water (49456),60.71,20.646,,35,10,82.65,71.43,33.9,1,LEFT,8,3,72.73,11,17,6,73.91,23,4,5,44.44,Wicked Water,True,4,2
49466,804 Razor (49466),64.6,21.234,20.994,35,10,83.65,71.43,15.7,6,RIGHT,8,3,72.73,11,14,7,66.67,21,5,4,55.56,Razor,True,2,2
49472,J88 Little Johnny (49472),73.29,20.788,,13,1,85.5,92.31,5.9,33,LEFT,2,1,66.67,3,8,0,100.0,8,1,0,100.0,Little Johnny,True,1,0
49475,161 Big Al (49475),0.0,20.875,,4,2,82.5,50.0,41.2,,,,,,,,,,,,,,Big Al,True,0,0
49482,99 Top Gun (49482),71.81,21.764,21.6,51,14,88.03,72.55,23.2,25,RIGHT,14,2,87.5,16,20,12,62.5,32,9,6,60.0,Top Gun,True,7,7
49485,839 Misery & Gin (49485),39.84,20.161,,28,9,81.47,67.86,13.5,73,LEFT,3,8,27.27,11,7,0,100.0,7,0,1,0.0,Misery & Gin,True,4,3
49486,812 Jimmy Hoe (49486),74.08,20.8,,20,0,0.0,100.0,19.3,,,8,0,100.0,8,5,0,100.0,5,1,0,100.0,Jimmy Hoe,True,2,0
49494,800 Crunch Time (49494),58.02,21.19,21.125,21,5,83.2,76.19,33.8,10,LEFT,4,3,57.14,7,4,2,66.67,6,1,1,50.0,Crunch Time,True,6,2
49495,010 Survivor (49495),69.11,21.055,20.92,32,5,81.0,84.38,29.4,1,RIGHT,9,2,81.82,11,13,3,81.25,16,6,3,66.67,Survivor,True,1,1
49498,958G Heater (49498),74.5,20.947,,45,11,84.72,75.56,,1,LEFT,11,4,73.33,15,20,7,74.07,27,11,5,68.75,Heater,True,5,2
495,S27 Suicide King (495),56.62,20.338,,17,7,81.5,58.82,,33,LEFT,2,4,33.33,6,4,2,66.67,6,2,2,50.0,Suicide King,True,1,0
49504,6X1 Flash Bang (49504),59.76,20.931,,39,22,85.08,43.59,41.5,20,RIGHT,6,5,54.55,11,9,17,34.62,26,5,9,35.71,Flash Bang,True,0,6
49505,631 Red Devil (49505),50.44,20.692,,15,4,83.81,73.33,25.1,40,RIGHT,4,1,80.0,5,2,3,40.0,5,1,4,20.0,Red Devil,True,0,0
49515,889 Dream Warrior (49515),77.29,20.515,,30,1,82.5,96.67,19.7,9,LEFT,10,1,90.91,11,9,0,100.0,9,6,0,100.0,Dream Warrior,True,3,0
49521,-4 Hot Spot (49521),73.08,21.39,21.298,25,2,81.5,92.0,28.5,13,RIGHT,7,0,100.0,7,13,2,86.67,15,5,1,83.33,Hot Spot,True,2,0
49522,951 Smoke Screen (49522),59.75,20.5,,32,4,81.88,87.5,10.7,17,RIGHT,12,1,92.31,13,9,3,75.0,12,2,2,50.0,Smoke Screen,True,0,2
49524,Z1 Thriller (49524),74.68,21.044,20.857,38,5,83.85,86.84,10.2,25,RIGHT,16,0,100.0,16,15,5,75.0,20,10,4,71.43,Thriller,True,4,1
49525,-2 Deuces Wild (49525),66.52,21.484,21.384,32,8,84.38,75.0,24.3,20,RIGHT,13,3,81.25,16,8,5,61.54,13,4,2,66.67,Deuces Wild,True,3,3
49529,011 Silver Dollar (49529),57.61,20.167,,21,6,80.33,71.43,27.5,25,RIGHT,6,2,75.0,8,4,4,50.0,8,2,2,50.0,Silver Dollar,True,0,0
49531,F7 Louisville (49531),48.31,20.731,,27,15,83.47,44.44,42.2,33,LEFT,1,8,11.11,9,4,5,44.44,9,1,3,25.0,Louisville,True,0,2
49541,713 White Cloud (49541),40.73,20.279,,17,7,80.64,58.82,12.8,47,LEFT,1,4,20.0,5,6,3,66.67,9,0,3,0.0,White Cloud,True,1,3
49553,178 Boudin Billy (49553),51.54,20.889,,14,6,85.69,57.14,35.0,,,1,1,50.0,2,3,3,50.0,6,1,2,33.33,Boudin Billy,True,0,1
49554,P15 Playtime (49554),56.35,20.531,,16,4,83.94,75.0,22.0,63,LEFT,1,3,25.0,4,7,1,87.5,8,2,3,40.0,Playtime,True,1,0
49557,1318 Pogo (49557),59.15,20.968,,40,16,86.03,60.0,20.2,20,RIGHT,11,6,64.71,17,8,10,44.44,18,4,8,33.33,Pogo,True,2,4
49563,G25 Big Twist (49563),80.39,20.916,,46,9,86.14,80.43,17.1,27,RIGHT,12,1,92.31,13,13,7,65.0,20,15,4,78.95,Big Twist,True,1,4
49568,900 Crossin' The Delta Line (49568),49.19,20.577,,34,12,83.87,64.71,10.8,56,LEFT,3,8,27.27,11,10,2,83.33,12,1,5,16.67,Crossin' The Delta Line,True,0,0
49570,RD915 Creek (49570),52.43,20.788,,10,5,84.2,50.0,50.5,83,RIGHT,3,0,100.0,3,1,5,16.67,6,2,5,28.57,Creek,True,0,0
49577,728 Air Gangster (49577),76.65,21.087,20.907,26,0,0.0,100.0,3.2,,,9,0,100.0,9,8,0,100.0,8,4,0,100.0,Air Gangster,True,4,0
49578,913 Windy (49578),75.09,21.43,21.201,43,4,85.13,90.7,8.5,3,RIGHT,19,2,90.48,21,14,2,87.5,16,9,3,75.0,Windy,True,3,0
49579,9156 Mother In Law (49579),79.79,20.336,,40,3,72.17,92.5,19.6,15,RIGHT,13,0,100.0,13,17,3,85.0,20,10,0,100.0,Mother In Law,True,2,0
49580,-915 Wrecking Ball (49580),62.3,19.458,,24,2,76.75,91.67,35.1,,,9,1,90.0,10,9,1,90.0,10,3,2,60.0,Wrecking Ball,True,0,0
49584,R808 American Gigilo (49584),42.7,20.438,,8,0,0.0,100.0,20.3,,,5,0,100.0,5,1,0,100.0,1,,,,American Gigilo,True,3,0
49586,703 Sam Jones (49586),39.24,18.972,,9,1,76.0,88.89,18.3,,,3,0,100.0,3,,,,,,,,Sam Jones,True,0,0
49588,606 Real Legit (49588),63.14,20.107,,14,2,82.75,85.71,3.5,,,3,1,75.0,4,2,1,66.67,3,2,1,66.67,Real Legit,True,1,1
49591,520 Heat Seeker (49591),41.57,20.625,,14,2,81.0,85.71,15.5,100,LEFT,0,1,0.0,1,5,0,100.0,5,,,,Heat Seeker,True,1,1
49594,9318X Stingray (49594),45.44,19.65,,10,6,78.83,40.0,37.0,13,LEFT,1,4,20.0,5,1,2,33.33,3,1,4,20.0,Stingray,True,1,1
49596,93 Cool Out (49596),72.68,20.514,,56,12,83.04,78.57,23.1,6,LEFT,17,6,73.91,23,20,5,80.0,25,8,2,80.0,Cool Out,True,1,4
49597,62 Little Star (49597),38.93,19.125,,12,2,75.5,83.33,8.7,,,4,0,100.0,4,1,2,33.33,3,,,,Little Star,True,0,0
49598,910 Watch Out (49598),57.77,20.317,,15,2,79.75,86.67,31.9,40,LEFT,3,2,60.0,5,7,0,100.0,7,1,1,50.0,Watch Out,True,0,0
496,S86 Three Spots (496),54.08,21.507,21.462,35,17,86.26,51.43,,36,RIGHT,10,8,55.56,18,2,8,20.0,10,2,10,16.67,Three Spots,True,1,4
49606,G34 Whacked Out (49606),42.18,21.229,21.153,12,2,89.0,83.33,10.9,3,LEFT,4,1,80.0,5,5,1,83.33,6,,,,Whacked Out,True,1,0
49614,S87 Red Line (49614),43.83,21.125,21.092,28,2,81.0,92.86,7.3,15,LEFT,11,2,84.62,13,9,0,100.0,9,0,1,0.0,Red Line,True,2,0
49615,909 Derailed (49615),58.41,20.957,,29,5,83.1,82.76,9.4,27,LEFT,3,2,60.0,5,13,2,86.67,15,1,1,50.0,Derailed,True,1,4
49616,22 Smokin Hot (49616),67.24,21.463,21.401,41,12,87.77,70.73,14.0,19,LEFT,8,6,57.14,14,19,6,76.0,25,7,9,43.75,Smokin Hot,True,4,6
49617,920 Haymaker (49617),90.85,21.367,21.236,48,3,87.48,93.75,24.0,2,LEFT,26,2,92.86,28,18,1,94.74,19,33,3,91.67,Haymaker,True,5,1
49619,918 Down Payment (49619),77.09,21.371,21.194,52,19,87.66,63.46,33.0,13,RIGHT,10,4,71.43,14,21,15,58.33,36,23,18,56.1,Down Payment,True,6,4
49620,G34 DirtyBru (49620),84.16,21.819,21.673,83,19,87.15,77.11,37.3,14,LEFT,24,11,68.57,35,38,8,82.61,46,45,17,72.58,DirtyBru,True,9,6
49629,979 Mississippi Madness (49629),76.57,21.092,20.96,12,1,85.25,91.67,58.1,17,RIGHT,5,0,100.0,5,5,1,83.33,6,8,1,88.89,Mississippi Madness,True,2,0
49630,991 Uncle Rico (49630),54.76,19.708,,18,5,83.63,72.22,12.1,50,LEFT,5,5,50.0,10,7,0,100.0,7,2,3,40.0,Uncle Rico,True,1,2
49632,979 Fringe Minority (49632),76.74,21.331,21.208,24,7,87.48,70.83,42.8,11,RIGHT,9,3,75.0,12,7,4,63.64,11,13,6,68.42,Fringe Minority,True,3,1
49634,833 Wacky Mojo (49634),0.0,20.313,,4,1,84.0,75.0,16.2,,,,,,,,,,,,,,Wacky Mojo,True,0,0
49637,976 Ringling Road (49637),75.37,21.844,21.648,51,9,88.95,82.35,13.9,21,LEFT,17,7,70.83,24,23,2,92.0,25,11,9,55.0,Ringling Road,True,17,4
49641,861 Momma Don't Know (49641),73.95,20.72,,5,0,0.0,100.0,22.0,,,2,0,100.0,2,3,0,100.0,3,1,0,100.0,Momma Don't Know,True,0,0
49646,801 Dumbo  (49646),42.47,20.292,,6,0,0.0,100.0,26.2,,,,,,,4,0,100.0,4,,,,Dumbo,True,0,0
