bull_id,name,power_rating,avg_bull_score,avg_adjusted,attempts,rides,avg_ride_score,buckoff_pct,pre_ride_prob,hand_advantage_pct,hand_advantage_dir,lh_wins,lh_losses,lh_pct,lh_total,rh_wins,rh_losses,rh_pct,rh_total,top_riders_wins,top_riders_losses,top_riders_pct,contractor,active,round_wins,rider_round_wins
3448,C4X Ike (3448),0.0,18.167,,3,3,74.0,0.0,,,,,,,,,,,,,,,Ike,True,0,1
3449,C5 Lets Play (3449),0.0,17.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,Lets Play,True,0,0
3450,C6 Game On (3450),0.0,19.75,,2,0,0.0,100.0,,,,,,,,,,,,,,,Game On,True,0,0
3451,C702 Tea Time (3451),43.13,21.4,,9,1,80.0,88.89,,,,3,0,100.0,3,1,0,100.0,1,,,,Tea Time,True,1,0
3452,C71 Outlaw (3452),81.08,22.678,,16,0,0.0,100.0,,,,1,0,100.0,1,6,0,100.0,6,6,0,100.0,Outlaw,False,1,0
3453,C716 Garden Party (3453),41.2,20.75,,5,1,85.0,80.0,,,,1,0,100.0,1,,,,,,,,Garden Party,True,0,1
3454,C78 Hostile (3454),57.46,19.678,,9,2,76.75,77.78,,,,2,2,50.0,4,,,,,2,2,50.0,Hostile,True,0,0
3455,C9 Scorpion (3455),56.31,20.65,,9,3,79.33,66.67,,,,2,0,100.0,2,2,1,66.67,3,1,1,50.0,Scorpion,True,0,1
3456,C908 Hobo Junction (3456),51.38,20.955,,11,5,82.9,54.55,,,,0,2,0.0,2,2,1,66.67,3,1,2,33.33,Hobo Junction,True,0,1
3457,C909 Night Shift (3457),39.6,20.286,,7,2,72.0,71.43,,,,,,,,0,1,0.0,1,,,,Night Shift,True,0,0
3458,C911 Emergency (3458),0.0,18.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,Emergency,True,0,0
3459,C916 Pepper Grinder (3459),36.73,18.792,,6,2,81.5,66.67,,,,0,1,0.0,1,1,1,50.0,2,,,,Pepper Grinder,True,0,0
3460,C917 Pool Party (3460),36.6,18.708,,6,2,73.5,66.67,,,,0,1,0.0,1,,,,,,,,Pool Party,True,0,0
3461,C919 Grapevine (3461),57.18,20.5,,9,2,82.75,77.78,,,,1,1,50.0,2,,,,,1,1,50.0,Grapevine,True,0,1
3462,CN8 Flashback (3462),37.74,20.014,,7,3,76.67,57.14,,,,,,,,,,,,,,,Flashback,True,0,3
3463,CT5 Blue Duck (3463),71.69,20.194,,9,2,77.25,77.78,,,,1,1,50.0,2,1,1,50.0,2,2,0,100.0,Blue Duck,True,0,1
3464,CW1 First Degree (3464),35.4,19.542,,6,4,79.13,33.33,,,,,,,,0,1,0.0,1,0,1,0.0,First Degree,True,0,0
3465,-20 * (3465),0.0,22.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3466,-23 * (3466),0.0,18.625,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3467,-5 * (3467),0.0,19.75,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3469,105 * (3469),0.0,18.688,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3471,128 Jaws (3471),0.0,19.083,,3,0,0.0,100.0,,,,,,,,,,,,,,,Jaws,True,0,0
3472,134 * (3472),36.8,19.25,,5,2,72.5,60.0,,,,1,2,33.33,3,,,,,,,,*,True,0,0
3473,158 * (3473),0.0,16.5,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3474,177 * (3474),0.0,17.75,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3475,182 * (3475),0.0,16.0,,1,1,65.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3479,231 * (3479),0.0,19.5,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3480,262 * (3480),0.0,17.583,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3481,300 * (3481),0.0,19.0,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3485,6 * (3485),0.0,14.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3486,700 * (3486),0.0,17.667,,3,2,79.5,33.33,,,,,,,,,,,,,,,*,True,0,0
3487,73 * (3487),0.0,19.688,,4,1,77.0,75.0,,,,,,,,,,,,,,,*,True,0,0
3488,82 * (3488),0.0,19.167,,3,1,61.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3489,911 * (3489),59.09,21.694,,9,2,85.0,77.78,,30,RIGHT,4,1,80.0,5,1,1,50.0,2,1,1,50.0,*,True,1,1
3491,9B * (3491),0.0,19.125,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3492,9C * (3492),0.0,14.5,,2,1,59.0,50.0,,,,,,,,,,,,,,,*,True,0,0
3493,B6 * (3493),0.0,18.0,,2,2,73.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3494,C1 * (3494),0.0,16.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3495,F41 * (3495),0.0,17.25,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3496,F99 * (3496),0.0,18.125,,2,1,77.0,50.0,,,,,,,,,,,,,,,*,True,0,0
3497,H5 * (3497),0.0,21.25,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3498,L1 * (3498),71.26,19.429,,7,1,70.0,85.71,,,,2,0,100.0,2,2,0,100.0,2,2,0,100.0,*,True,0,0
3499,T158 * (3499),0.0,18.313,,4,1,73.0,75.0,,,,,,,,,,,,,,,*,True,0,0
3502,X-5 * (3502),0.0,19.0,,4,2,78.5,50.0,,,,,,,,,,,,,,,*,True,0,1
35025,299 Big Poppa (35025),0.0,22.75,,1,0,0.0,100.0,11.9,,,,,,,,,,,,,,Big Poppa,True,1,0
3503,-94 All or Nothing (3503),38.37,19.615,,13,6,78.58,53.85,,,,0,2,0.0,2,2,2,50.0,4,0,2,0.0,All or Nothing,True,0,0
35040,3495 Lucky Charm (35040),65.16,20.932,,59,13,85.35,77.97,10.8,7,LEFT,14,6,70.0,20,20,6,76.92,26,5,4,55.56,Lucky Charm,True,3,4
3505,03 I-90 (3505),76.09,21.236,,37,12,85.5,67.57,,36,RIGHT,10,2,83.33,12,8,9,47.06,17,13,10,56.52,I-90,True,4,3
3508,103 * (3508),0.0,19.5,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3515,70 Black Cat Moon (3515),65.61,20.659,,22,10,81.95,54.55,,32,LEFT,1,3,25.0,4,8,6,57.14,14,7,5,58.33,Black Cat Moon,True,0,0
3516,705 Lip Tricks (3516),70.11,21.866,,28,12,88.42,57.14,,32,LEFT,3,7,30.0,10,8,5,61.54,13,9,10,47.37,Lip Tricks,True,0,1
3517,800 Blue Duck (3517),65.64,20.313,,12,2,82.5,83.33,,8,RIGHT,5,1,83.33,6,3,1,75.0,4,4,2,66.67,Blue Duck,True,1,0
3522,99 News Flash (3522),39.87,20.25,,6,2,77.0,66.67,,,,0,1,0.0,1,1,1,50.0,2,0,1,0.0,News Flash,True,0,0
3524,S2 * (3524),0.0,21.5,,1,1,84.0,0.0,,,,,,,,,,,,,,,*,True,0,1
3525,S25 Buffalo Head? (3525),0.0,21.833,,3,0,0.0,100.0,,,,,,,,,,,,,,,Buffalo Head?,True,1,0
3526,S27 Ice Worm (3526),51.2,20.5,,10,4,79.63,60.0,,,,1,1,50.0,2,1,2,33.33,3,1,2,33.33,Ice Worm,True,2,0
3527,09 Blue Boy (3527),38.6,20.0,,6,3,78.0,50.0,,,,1,0,100.0,1,0,3,0.0,3,0,2,0.0,Blue Boy,True,0,0
3528,112 Little John (3528),74.02,20.657,,28,4,77.5,85.71,,75,LEFT,1,3,25.0,4,8,0,100.0,8,3,0,100.0,Little John,True,1,0
3529,135 Jethro (3529),34.24,18.4,,5,3,70.33,40.0,,,,1,2,33.33,3,1,1,50.0,2,0,1,0.0,Jethro,True,0,0
3530,55 Red Tide (3530),32.4,19.0,,5,4,76.75,20.0,,,,,,,,1,2,33.33,3,,,,Red Tide,True,0,1
3531,581 Diamond Cut (3531),59.37,20.527,,29,18,82.36,37.93,,54,RIGHT,5,2,71.43,7,3,14,17.65,17,5,13,27.78,Diamond Cut,True,0,1
3532,66Q * (3532),0.0,18.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3533,777 Cool Whip (3533),33.48,18.425,,30,18,73.94,40.0,,5,RIGHT,2,6,25.0,8,1,4,20.0,5,,,,Cool Whip,True,0,1
3534,8 Flash (3534),0.0,21.167,,4,0,0.0,100.0,,,,,,,,,,,,,,,Flash,True,0,0
3535,92 Chip Shot (3535),30.13,16.75,,6,4,65.75,33.33,,,,,,,,1,0,100.0,1,,,,Chip Shot,True,0,0
3536,J2 Tate (3536),54.07,19.481,,27,10,75.6,62.96,,17,LEFT,2,3,40.0,5,4,3,57.14,7,1,1,50.0,Tate,True,0,1
3537,P14 Marshall Dillon (3537),0.0,17.75,,2,1,72.0,50.0,,,,,,,,,,,,,,,Marshall Dillon,True,0,0
3538,024 * (3538),0.0,18.333,,3,1,75.0,66.67,,,,,,,,,,,,,,,*,True,0,1
3539,100 * (3539),0.0,15.75,,2,1,65.0,50.0,,,,,,,,,,,,,,,*,True,0,0
3540,101 * (3540),0.0,17.0,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3541,103 * (3541),0.0,0.0,,1,1,0.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3543,47 * (3543),0.0,15.75,,2,2,63.5,0.0,,,,,,,,,,,,,,,*,True,0,0
3544,51 * (3544),0.0,17.167,,3,1,61.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3545,52 * (3545),0.0,16.5,,3,1,59.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3546,58 * (3546),0.0,16.875,,4,2,66.5,50.0,,,,,,,,,,,,,,,*,True,0,1
3547,61 * (3547),0.0,14.5,,1,1,58.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3548,62 * (3548),0.0,17.25,,5,3,67.0,40.0,,,,,,,,,,,,,,,*,True,0,1
3549,64 * (3549),0.0,8.5,,1,1,45.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3550,67 * (3550),0.0,15.5,,4,1,69.0,75.0,,,,,,,,,,,,,,,*,True,0,0
3551,69 * (3551),0.0,15.5,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3552,70 * (3552),0.0,14.0,,1,1,56.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3553,74 * (3553),0.0,13.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3554,76 * (3554),0.0,18.0,,1,1,74.0,0.0,,,,,,,,,,,,,,,*,True,0,1
3555,78 * (3555),0.0,0.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3556,80 * (3556),0.0,17.5,,1,1,67.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3557,82 * (3557),0.0,10.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3558,83 * (3558),,,,,,,,,,,,,,,,,,,,,,*,True,0,0
3559,86 * (3559),0.0,19.5,,3,1,0.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3560,94 * (3560),0.0,15.0,,1,1,59.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3562,98 * (3562),,,,,,,,,,,,,,,,,,,,,,*,True,0,0
3563,A+ * (3563),0.0,0.0,,1,1,0.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3564,A- Teacher's Pet (3564),37.42,17.833,,9,1,69.0,88.89,,,,,,,,,,,,,,,Teacher's Pet,True,0,0
3565,A11 * (3565),0.0,17.625,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3566,A12 * (3566),0.0,12.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3567,A13 * (3567),37.0,17.917,,6,1,65.0,83.33,,,,,,,,,,,,,,,*,True,0,0
3569,A15 * (3569),0.0,20.5,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,1,0
3570,A16 * (3570),0.0,17.0,,1,1,70.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3571,A17 * (3571),0.0,18.75,,3,1,71.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3572,A18 * (3572),0.0,18.125,,4,2,72.0,50.0,,,,,,,,,,,,,,,*,True,0,1
3573,A19 * (3573),0.0,12.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3574,A2 * (3574),0.0,18.333,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,1,0
3575,A20 * (3575),0.0,16.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3576,A21 * (3576),38.64,19.15,,5,1,67.0,80.0,,,,,,,,,,,,,,,*,True,0,0
3577,A22 * (3577),0.0,16.833,,3,1,67.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3578,A3 * (3578),0.0,16.125,,5,1,73.0,80.0,,,,,,,,,,,,,,,*,True,0,0
3579,A4 * (3579),0.0,19.75,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,1,0
3580,A5 * (3580),38.0,17.5,,5,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3581,A6 * (3581),0.0,15.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3582,A7 * (3582),0.0,14.75,,2,2,61.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3583,A8 * (3583),0.0,14.0,,2,2,57.5,0.0,,,,,,,,,,,,,,,*,True,0,0
3584,A9 * (3584),33.36,17.1,,5,2,72.0,60.0,,,,,,,,,,,,,,,*,True,0,1
3586,C12 * (3586),0.0,18.5,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3587,C13 * (3587),0.0,15.0,,1,1,60.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3588,C19 * (3588),0.0,16.125,,4,1,68.0,75.0,,,,,,,,,,,,,,,*,True,0,0
3589,C23 * (3589),0.0,21.5,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,3,0
3590,C29 * (3590),0.0,18.625,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,1,0
3591,C30 * (3591),0.0,18.0,,1,1,73.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3592,CB * (3592),0.0,18.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3593,W12 * (3593),0.0,16.75,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3594,W16 * (3594),0.0,18.25,,2,1,77.0,50.0,,,,,,,,,,,,,,,*,True,0,1
3595,W17 * (3595),0.0,0.0,,1,1,0.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3596,W22 * (3596),0.0,19.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,1,0
3597,W35 * (3597),0.0,19.625,,4,1,77.0,75.0,,,,,,,,,,,,,,,*,True,0,1
3598,W36 * (3598),0.0,17.0,,4,1,0.0,75.0,,,,,,,,,,,,,,,*,True,0,0
3599,W43 * (3599),0.0,15.5,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3600,W50 * (3600),0.0,16.167,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3601,W7 * (3601),35.68,17.3,,5,1,69.0,80.0,,,,,,,,,,,,,,,*,True,0,0
3602,XX * (3602),0.0,17.0,,3,2,69.0,33.33,,,,,,,,,,,,,,,*,True,0,0
3603,9 Zippity Do Da (3603),0.0,16.5,,2,2,69.0,0.0,,,,,,,,,,,,,,,Zippity Do Da,True,0,0
3604,0- Ought Bar (3604),71.71,20.739,,23,8,80.19,65.22,,25,LEFT,4,4,50.0,8,6,2,75.0,8,10,5,66.67,Ought Bar,True,0,0
3605,010 Freight Train (3605),0.0,17.0,,1,1,70.0,0.0,,,,,,,,,,,,,,,Freight Train,True,0,0
3606,021 Frightful (3606),0.0,12.0,,1,1,54.0,0.0,,,,,,,,,,,,,,,Frightful,True,0,0
3607,022 Watch Out (3607),0.0,0.0,,1,1,0.0,0.0,,,,,,,,,,,,,,,Watch Out,True,0,0
3608,053 Hannibal (3608),0.0,16.5,,2,2,70.0,0.0,,,,,,,,,,,,,,,Hannibal,True,0,0
3610,097 Grave Digger (3610),0.0,0.0,,1,1,0.0,0.0,,,,,,,,,,,,,,,Grave Digger,True,0,0
3613,11 Blazer (3613),55.21,18.309,,18,7,68.0,61.11,,11,LEFT,3,2,60.0,5,5,2,71.43,7,3,3,50.0,Blazer,True,0,0
3614,17 Riddlers Revenge (3614),0.0,14.5,,2,1,70.0,50.0,,,,,,,,,,,,,,,Riddlers Revenge,True,0,0
3615,213 Captain Insano (3615),0.0,21.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,Captain Insano,True,0,0
3616,308 Texas Twin (3616),0.0,16.5,,3,1,74.0,66.67,,,,,,,,,,,,,,,Texas Twin,True,0,0
3617,320 Spanish Devil (3617),72.4,20.143,,7,1,88.0,85.71,,,,1,1,50.0,2,4,0,100.0,4,2,0,100.0,Spanish Devil,True,0,1
3618,3241 Banana Joe (3618),54.58,20.239,,22,12,79.42,45.45,,50,LEFT,0,5,0.0,5,3,3,50.0,6,3,5,37.5,Banana Joe,True,4,2
3622,5 Death Row (3622),31.66,17.0,,7,5,71.6,28.57,,,,0,3,0.0,3,0,1,0.0,1,0,2,0.0,Death Row,True,0,0
3625,57 Tuffy (3625),72.88,18.706,,19,2,73.0,89.47,,29,LEFT,5,2,71.43,7,8,0,100.0,8,5,0,100.0,Tuffy,True,0,0
3627,702 Mean Green Machine (3627),46.93,17.516,,18,9,68.29,50.0,,17,RIGHT,3,3,50.0,6,2,4,33.33,6,2,6,25.0,Mean Green Machine,True,0,0
3630,8 Killer (3630),58.03,17.406,,9,2,52.0,77.78,,,,2,1,66.67,3,2,1,66.67,3,2,1,66.67,Killer,True,0,0
3633,854 Austin City Limits (3633),0.0,15.0,,1,1,64.0,0.0,,,,,,,,,,,,,,,Austin City Limits,True,0,0
3634,87 Fatal Attraction (3634),0.0,18.833,,4,2,82.0,50.0,,,,,,,,,,,,,,,Fatal Attraction,True,0,0
3637,H Happy Howard (3637),33.83,18.357,,7,5,71.6,28.57,,20,LEFT,0,1,0.0,1,1,4,20.0,5,0,2,0.0,Happy Howard,True,0,0
3641,X27 Stone Cold (3641),0.0,16.5,,2,2,60.0,0.0,,,,,,,,,,,,,,,Stone Cold,True,0,0
3642,X4 Explosive Binion (3642),47.92,19.357,,8,3,71.33,62.5,,,,1,2,33.33,3,2,1,66.67,3,1,3,25.0,Explosive Binion,True,0,0
3644,X80 Meat Masher (3644),0.0,17.25,,2,1,59.0,50.0,,,,,,,,,,,,,,,Meat Masher,True,0,0
3645,0 Double Trouble? (3645),0.0,19.625,,4,0,0.0,100.0,,,,,,,,,,,,,,,Double Trouble?,True,0,0
36465,05 Walk of Life (36465),42.57,21.0,20.896,12,2,90.0,83.33,25.1,5,LEFT,3,1,75.0,4,4,1,80.0,5,0,1,0.0,Walk of Life,True,1,1
3648,05 Little Joe (3648),0.0,17.5,,2,2,72.0,0.0,,,,,,,,,,,,,,,Little Joe,True,0,0
3649,1 Elvis (3649),64.52,19.485,,17,4,76.0,76.47,,38,LEFT,1,1,50.0,2,7,1,87.5,8,3,1,75.0,Elvis,True,0,0
3650,114 Outback (3650),0.0,16.5,,1,1,69.0,0.0,,,,,,,,,,,,,,,Outback,True,0,0
3651,130 Possum?? (3651),31.28,17.8,,5,4,73.75,20.0,,,,1,1,50.0,2,,,,,0,1,0.0,Possum??,True,0,0
3652,133 Opossum?? (3652),0.0,16.0,,2,1,63.0,50.0,,,,,,,,,,,,,,,Opossum??,True,0,0
3655,44 Brown Sugar? (3655),0.0,19.438,,4,0,0.0,100.0,,,,,,,,,,,,,,,Brown Sugar?,True,0,0
3656,5 Mojo (3656),39.08,20.05,,10,3,79.67,70.0,,,,,,,,3,2,60.0,5,,,,Mojo,True,0,0
3657,64 Jack Flash (3657),64.85,20.221,,17,8,81.19,52.94,,,,1,1,50.0,2,5,5,50.0,10,6,3,66.67,Jack Flash,True,0,0
3658,7CX Gator Bait (3658),0.0,16.833,,3,1,86.5,66.67,,,,,,,,,,,,,,,Gator Bait,False,0,0
3659,8 Wild Thing (3659),44.64,18.808,,13,8,76.63,38.46,,61,RIGHT,3,1,75.0,4,1,6,14.29,7,1,3,25.0,Wild Thing,True,0,0
3663,J179 Rocky (3663),0.0,17.667,,3,2,71.5,33.33,,,,,,,,,,,,,,,Rocky,True,0,0
3664,K1 Chili (3664),72.62,19.667,,16,2,70.0,87.5,,67,RIGHT,5,0,100.0,5,1,2,33.33,3,3,0,100.0,Chili,True,0,0
3665,-61 Dr Kelly (3665),0.0,20.125,,4,1,79.0,75.0,,,,,,,,,,,,,,,Dr Kelly,True,0,0
3666,-66 MR. Malone (3666),53.2,21.333,,6,2,85.5,66.67,,,,1,0,100.0,1,1,2,33.33,3,1,2,33.33,MR. Malone,False,0,0
3667,-701 Survivor (3667),47.27,19.646,,12,5,79.0,58.33,,60,RIGHT,3,2,60.0,5,0,1,0.0,1,1,4,20.0,Survivor,True,0,0
3668,-703 Diamond G (3668),0.0,19.0,,4,1,78.0,75.0,,,,,,,,,,,,,,,Diamond G,True,0,1
3669,-715 Simba (3669),67.72,20.75,,17,2,77.75,88.24,,,,3,0,100.0,3,2,1,66.67,3,3,1,75.0,Simba,True,1,0
367,101 Border Patrol (367),74.05,21.989,,27,10,86.7,62.96,,4,LEFT,5,4,55.56,9,9,6,60.0,15,11,8,57.89,Border Patrol,True,3,5
3671,016 Orange Crush (3671),0.0,19.333,,4,3,81.0,25.0,,,,,,,,,,,,,,,Orange Crush,True,0,0
3676,R47 Big Dawg (3676),71.33,19.083,,6,0,0.0,100.0,,,,2,0,100.0,2,1,0,100.0,1,1,0,100.0,Big Dawg,True,0,0
3678,RT929 Ricky G (3678),0.0,19.75,,2,0,0.0,100.0,,,,,,,,,,,,,,,Ricky G,True,0,0
3679,RT95 Two Spots (3679),0.0,19.917,,3,0,0.0,100.0,,,,,,,,,,,,,,,Two Spots,True,0,0
368,10 Wet & Wild (368),46.46,18.62,,27,9,74.89,66.67,,7,LEFT,3,4,42.86,7,3,3,50.0,6,1,4,20.0,Wet & Wild,True,0,0
3683,UK911 Spankie (3683),0.0,18.167,,3,2,75.0,33.33,,,,,,,,,,,,,,,Spankie,True,0,0
3685,UV09 Patriot (3685),0.0,20.813,,4,0,0.0,100.0,,,,,,,,,,,,,,,Patriot,True,0,0
3686,V025 Jessie James (3686),0.0,17.0,,3,3,67.0,0.0,,,,,,,,,,,,,,,Jessie James,True,0,0
3690,V907 Somba Roll (3690),41.09,19.429,,7,0,0.0,100.0,,,,,,,,2,0,100.0,2,,,,Somba Roll,True,1,0
3692,V97 Cry Baby (3692),37.13,19.083,,6,3,74.0,50.0,,,,0,2,0.0,2,2,1,66.67,3,0,2,0.0,Cry Baby,True,0,0
3693,37993 One Over (3693),0.0,18.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,One Over,True,0,0
3694,3 * (3694),0.0,19.0,,3,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3695,382 * (3695),0.0,22.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3696,51 Holy Terror (3696),0.0,19.5,,2,0,0.0,100.0,,,,,,,,,,,,,,,Holy Terror,True,0,0
3697,52 Outlaw Justice (3697),41.51,20.086,,7,1,82.5,85.71,,,,1,0,100.0,1,0,1,0.0,1,0,1,0.0,Outlaw Justice,True,0,0
3698,53 * (3698),0.0,19.5,,4,1,80.0,75.0,,,,,,,,,,,,,,,*,True,0,0
3699,54 Without Warning (3699),77.55,21.97,,5,0,0.0,100.0,,,,1,0,100.0,1,3,0,100.0,3,3,0,100.0,Without Warning,True,0,0
3700,56 Tadpole (3700),62.0,21.429,,7,3,85.67,57.14,,,,2,0,100.0,2,1,2,33.33,3,3,2,60.0,Tadpole,True,1,0
3701,6 Honky Cat (3701),0.0,21.0,,1,1,85.0,0.0,,,,,,,,,,,,,,,Honky Cat,True,0,0
3702,7 * (3702),0.0,23.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3703,701 * (3703),0.0,18.0,,1,1,70.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3704,707 Huckleberry Dip (3704),0.0,20.917,,3,0,0.0,100.0,,,,,,,,,,,,,,,Huckleberry Dip,True,0,0
3705,71 * (3705),0.0,19.625,,4,3,75.67,25.0,,,,,,,,,,,,,,,*,True,0,0
3706,73 * (3706),0.0,20.375,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3707,75 Knockdown (3707),0.0,19.333,,3,3,78.67,0.0,,,,,,,,,,,,,,,Knockdown,True,0,0
3708,8 Abracadabra (3708),0.0,19.083,,3,1,69.0,66.67,,,,,,,,,,,,,,,Abracadabra,True,0,0
3709,800 * (3709),44.64,21.65,,5,0,0.0,100.0,,,,1,0,100.0,1,1,0,100.0,1,,,,*,True,0,0
371,047 Breathless (371),39.32,19.448,,24,12,76.92,50.0,,17,RIGHT,3,3,50.0,6,3,6,33.33,9,0,4,0.0,Breathless,True,0,0
3710,801 * (3710),0.0,21.0,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3711,802 * (3711),0.0,19.5,,3,1,73.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3712,803 Cruel Intentions (3712),0.0,19.833,,3,0,0.0,100.0,,,,,,,,,,,,,,,Cruel Intentions,True,0,0
3713,804 * (3713),0.0,21.0,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3714,808 * (3714),0.0,19.0,,3,1,77.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3715,809 * (3715),0.0,19.25,,2,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3716,811 * (3716),0.0,17.0,,1,1,68.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3717,816 * (3717),0.0,18.0,,1,1,70.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3718,817 * (3718),0.0,20.5,,3,1,74.0,66.67,,,,,,,,,,,,,,,*,True,0,0
3719,819 * (3719),0.0,22.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
372,045 Colt 45 (372),76.49,19.607,,57,5,72.2,91.23,,13,RIGHT,16,1,94.12,17,13,3,81.25,16,12,3,80.0,Colt 45,True,0,0
3720,820 * (3720),0.0,20.5,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3721,822 * (3721),0.0,19.5,,4,3,77.0,25.0,,,,,,,,,,,,,,,*,True,0,0
3722,824 * (3722),0.0,18.75,,2,1,72.0,50.0,,,,,,,,,,,,,,,*,True,0,0
3723,825 * (3723),0.0,19.625,,4,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3724,827 * (3724),0.0,20.0,,3,2,81.0,33.33,,,,,,,,,,,,,,,*,True,0,0
3725,828 * (3725),0.0,19.5,,1,1,78.0,0.0,,,,,,,,,,,,,,,*,True,0,0
3726,883 * (3726),0.0,20.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3727,9 * (3727),0.0,21.75,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
3728,90 Vigilante Snuff (3728),39.73,22.25,,6,4,87.88,33.33,,,,0,1,0.0,1,,,,,0,1,0.0,Vigilante Snuff,True,0,3
3729,901 * (3729),0.0,20.0,,1,0,0.0,100.0,,,,,,,,,,,,,,,*,True,0,0
