bull_id_str,bull_career_outs,bull_career_buckoffs,bull_buckoff_pct,bull_qual_pct,bull_avg_score,bull_recent_buckoff,bull_spin_dir
1343,3.0,1.0,33.33333333333333,66.66666666666667,38.0,0.3333333333333333,
1348,8.0,8.0,100.0,0.0,42.0,1.0,
1349,22.0,15.0,68.18181818181817,31.818181818181827,40.11904761904762,1.0,RIGHT
135,32.0,26.0,81.25,18.75,44.5,0.7,RIGHT
1351,2.0,1.0,50.0,50.0,37.0,0.5,
1356,2.0,2.0,100.0,0.0,38.0,1.0,
1357,4.0,4.0,100.0,0.0,42.0,1.0,
1359,38.0,19.0,50.0,50.0,40.513888888888886,0.4,RIGHT
136,33.0,23.0,69.6969696969697,30.303030303030297,41.375,0.9,LEFT
1360,1.0,1.0,100.0,0.0,40.0,1.0,
1361,0.0,0.0,50.0,50.0,41.0,0.5,
1362,46.0,43.0,93.47826086956522,6.521739130434781,44.476190476190474,1.0,LEFT
1363,0.0,0.0,50.0,50.0,41.0,0.5,
1364,9.0,9.0,100.0,0.0,41.714285714285715,1.0,LEFT
1365,0.0,0.0,50.0,50.0,41.0,0.5,
1368,0.0,0.0,50.0,50.0,41.0,0.5,
1369,1.0,1.0,100.0,0.0,36.0,1.0,
137,0.0,0.0,50.0,50.0,41.0,0.5,
1370,9.0,9.0,100.0,0.0,41.1875,1.0,
1371,0.0,0.0,50.0,50.0,41.0,0.5,
1375,4.0,4.0,100.0,0.0,39.75,1.0,
1376,1.0,0.0,0.0,100.0,35.0,0.0,
13764,3.0,3.0,100.0,0.0,43.666666666666664,1.0,RIGHT
1377,55.0,43.0,78.18181818181819,21.818181818181813,42.77777777777778,0.5,LEFT
1378,6.0,4.0,66.66666666666666,33.33333333333334,40.6,0.6666666666666666,
1379,8.0,0.0,0.0,100.0,35.0,0.0,
138,0.0,0.0,50.0,50.0,41.0,0.5,
1382,10.0,6.0,60.0,40.0,37.05,0.6,LEFT
1383,4.0,3.0,75.0,25.0,37.5,0.75,
1384,14.0,9.0,64.28571428571429,35.71428571428571,39.035714285714285,0.6,LEFT
1385,6.0,3.0,50.0,50.0,31.666666666666668,0.5,
1386,18.0,16.0,88.88888888888889,11.111111111111114,38.96153846153846,1.0,RIGHT
1387,1.0,1.0,100.0,0.0,29.0,1.0,
1388,34.0,28.0,82.35294117647058,17.64705882352942,35.642857142857146,0.7,LEFT
1389,29.0,15.0,51.724137931034484,48.275862068965516,37.1,0.6,
139,12.0,7.0,58.333333333333336,41.666666666666664,38.5,0.7,
1390,14.0,8.0,57.14285714285714,42.85714285714286,38.535714285714285,0.6,LEFT
1391,9.0,5.0,55.55555555555556,44.44444444444444,40.22222222222222,0.5555555555555556,
1392,0.0,0.0,50.0,50.0,41.0,0.5,
1394,5.0,3.0,60.0,40.0,34.666666666666664,0.6,
1396,29.0,26.0,89.65517241379311,10.34482758620689,38.10526315789474,0.9,RIGHT
1397,14.0,10.0,71.42857142857143,28.57142857142857,38.54545454545455,0.7,
